"CAPITULO","GRUPO","CATEGORIA","DESCRIP"
"12",L60-L75,L66,Alopecia cicatricial [pérdida cicatricial del pelo] (L66)
"12",L60-L75,L67,Anormalidades del tallo y del color del pelo (L67)
"12",L60-L75,L68,Hipertricosis (L68)
"12",L60-L75,L70,Acné (L70)
"12",L60-L75,L71,Rosácea (L71)
"12",L60-L75,L72,Quiste folicular de la piel y del tejido subcutáneo (L72)
"12",L60-L75,L73,Otros trastornos foliculares (L73)
"12",L60-L75,L74,Trastornos sudoríparos ecrinos (L74)
"12",L60-L75,L75,Trastornos sudoríparos apocrinos (L75)
"12",L80-L99,L80,Vitíligo (L80)
"12",L80-L99,L81,Otros trastornos de la pigmentación (L81)
"12",L80-L99,L82,Queratosis seborreica (L82)
"12",L80-L99,L83,Acantosis nigricans (L83)
"12",L80-L99,L84,Callos y callosidades (L84)
"12",L80-L99,L85,Otros tipos de engrosamiento epidérmico (L85)
"12",L80-L99,L86,Queratoderma en enfermedades clasificadas en otra parte (L86)
"12",L80-L99,L87,Trastornos de la eliminación transepidérmica (L87)
"12",L80-L99,L88,Pioderma gangrenoso (L88)
"12",L80-L99,L89,Úlcera de decúbito (L89)
"12",L80-L99,L90,Trastornos atróficos de la piel (L90)
"12",L80-L99,L91,Trastornos hipertróficos de la piel (L91)
"12",L80-L99,L92,Trastornos granulomatosos de la piel y del tejido subcutáneo (L92)
"12",L80-L99,L93,Lupus eritematoso (L93)
"12",L80-L99,L94,Otros trastornos localizados del tejido conjuntivo (L94)
"12",L80-L99,L95,"Vasculitis limitada a la piel, no clasificada en otra parte (L95)"
"12",L80-L99,L97,"Úlcera de miembro inferior, no clasificada en otra parte (L97)"
"12",L80-L99,L98,"Otros trastornos de la piel y del tejido subcutáneo, no clasificados en otra parte (L98)"
"12",L80-L99,L99,Otros trastornos de la piel y del tejido subcutáneo en enfermedades clasificadas en otra parte (L99)
"13",M00-M25,M00,Artritis piógena (M00)
"13",M00-M25,M01,Infecciones directas de la articulación en enfermedades infecciosas y parasitarias clasificadas en otra parte (M01)
"13",M00-M25,M02,Artropatías reactivas (M02)
"13",M00-M25,M03,Artropatías postinfecciosas y reactivas en enfermedades clasificadas en otra parte (M03)
"13",M00-M25,M05,Artritis reumatoide seropositiva (M05)
"13",M00-M25,M06,Otras artritis reumatoides (M06)
"13",M00-M25,M07,Artropatías psoriásicas y enteropáticas (M07)
"13",M00-M25,M08,Artritis juvenil (M08)
"13",M00-M25,M09,Artritis juvenil en enfermedades clasificadas en otra parte (M09)
"13",M00-M25,M10,Gota (M10)
"13",M00-M25,M11,Otras artropatías por cristales (M11)
"13",M00-M25,M12,Otras artropatías específicas (M12)
"13",M00-M25,M13,Otras artritis (M13)
"13",M00-M25,M14,Artropatía en otras enfermedades clasificadas en otra parte (M14)
"13",M00-M25,M15,Poliartrosis (M15)
"13",M00-M25,M16,Coxartrosis [artrosis de la cadera] (M16)
"13",M00-M25,M17,Gonartrosis [artrosis de la rodilla] (M17)
"13",M00-M25,M18,Artrosis de la primera articulación carpometacarpiana (M18)
"13",M00-M25,M19,Otras artrosis (M19)
"13",M00-M25,M20,Deformidades adquiridas de los dedos de la mano y del pie (M20)
"13",M00-M25,M21,Otras deformidades adquiridas de los miembros (M21)
"13",M00-M25,M22,Trastorno de la rótula (M22)
"13",M00-M25,M23,Trastorno interno de la rodilla (M23)
"13",M00-M25,M24,Otros trastornos articulares específicos (M24)
"13",M00-M25,M25,"Otros trastornos articulares, no clasificados en otra parte (M25)"
"13",M30-M36,M30,Poliarteritis nudosa y afecciones relacionadas (M30)
"13",M30-M36,M31,Otras vasculopatías necrotizantes (M31)
"13",M30-M36,M32,Lupus eritematoso sistémico (M32)
"13",M30-M36,M33,Dermatopolimiositis (M33)
"13",M30-M36,M34,Esclerosis sistémica (M34)
"13",M30-M36,M35,Otro compromiso sistémico del tejido conjuntivo (M35)
"13",M30-M36,M36,Trastornos sistémicos del tejido conjuntivo en enfermedades clasificadas en otra parte (M36)
"13",M40-M54,M40,Cifosis y lordosis (M40)
"13",M40-M54,M41,Escoliosis (M41)
"13",M40-M54,M42,Osteocondrosis de la columna vertebral (M42)
"13",M40-M54,M43,Otras dorsopatías deformantes (M43)
"13",M40-M54,M45,Espondilitis anquilosante (M45)
"13",M40-M54,M46,Otras espondilopatías inflamatorias (M46)
"13",M40-M54,M47,Espondilosis (M47)
"13",M40-M54,M48,Otras espondilopatías (M48)
"13",M40-M54,M49,Espondilopatías en enfermedades clasificadas en otra parte (M49)
"13",M40-M54,M50,Trastornos de disco cervical (M50)
"13",M40-M54,M51,Otros trastornos de los discos intervertebrales (M51)
"13",M40-M54,M53,"Otras dorsopatías, no clasificadas en otra parte (M53)"
"13",M40-M54,M54,Dorsalgia (M54)
"13",M60-M79,M60,Miositis (M60)
"13",M60-M79,M61,Calcificación y osificación del músculo (M61)
"13",M60-M79,M62,Otros trastornos de los músculos (M62)
"13",M60-M79,M63,Trastornos de los músculos en enfermedades clasificadas en otra parte (M63)
"13",M60-M79,M65,Sinovitis y tenosinovitis (M65)
"13",M60-M79,M66,Ruptura espontánea de la sinovia y del tendón (M66)
"13",M60-M79,M67,Otros trastornos de la sinovia y del tendón (M67)
"13",M60-M79,M68,Trastornos de los tendones y de la sinovia en enfermedades clasificadas en otra parte (M68)
"13",M60-M79,M70,"Trastornos de los tejidos blandos relacionados con el uso, el uso excesivo y la presión (M70)"
"13",M60-M79,M71,Otras bursopatías (M71)
"13",M60-M79,M72,Trastornos fibroblásticos (M72)
"13",M60-M79,M73,Trastornos de los tejidos blandos en enfermedades clasificadas en otra parte (M73)
"13",M60-M79,M75,Lesiones del hombro (M75)
"13",M60-M79,M76,"Entesopatías del miembro inferior, excluido el pie (M76)"
"13",M60-M79,M77,Otras entesopatías (M77)
"13",M60-M79,M79,"Otros trastornos de los tejidos blandos, no clasificados en otra parte (M79)"
"13",M80-M94,M80,Osteoporosis con fractura patológica (M80)
"13",M80-M94,M81,Osteoporosis sin fractura patológica (M81)
"13",M80-M94,M82,Osteoporosis en enfermedades clasificadas en otra parte (M82)
"13",M80-M94,M83,Osteomalacia del adulto (M83)
"13",M80-M94,M84,Trastornos de la continuidad del hueso (M84)
"13",M80-M94,M85,Otros trastornos de la densidad y de la estructura óseas (M85)
"13",M80-M94,M86,Osteomielitis (M86)
"13",M80-M94,M87,Osteonecrosis (M87)
"13",M80-M94,M88,Enfermedad de Paget de los huesos [osteítis deformante] (M88)
"13",M80-M94,M89,Otros trastornos del hueso (M89)
"13",M80-M94,M90,Osteopatías en enfermedades clasificadas en otra parte (M90)
"13",M80-M94,M91,Osteocondrosis juvenil de la cadera y de la pelvis (M91)
"13",M80-M94,M92,Otras osteocondrosis juveniles (M92)
"13",M80-M94,M93,Otras osteocondropatías (M93)
"13",M80-M94,M94,Otros trastornos del cartílago (M94)
"13",M95-M99,M95,Otras deformidades adquiridas del sistema osteomuscular y del tejido conjuntivo (M95)
"13",M95-M99,M96,"Trastornos osteomusculares consecutivos a procedimientos, no clasificados en otra parte (M96)"
"13",M95-M99,M99,"Lesiones biomecánicas, no clasificadas en otra parte (M99)"
"14",N00-N08,N00,Síndrome nefrítico agudo (N00)
"14",N00-N08,N01,Síndrome nefrítico rápidamente progresivo (N01)
"14",N00-N08,N02,Hematuria recurrente y persistente (N02)
"14",N00-N08,N03,Síndrome nefrítico crónico (N03)
"14",N00-N08,N04,Síndrome nefrótico (N04)
"14",N00-N08,N05,Síndrome nefrítico no especificado (N05)
"14",N00-N08,N06,Proteinuria aislada con lesión morfológica especificada (N06)
"14",N00-N08,N07,"Nefropatía hereditaria, no clasificada en otra parte (N07)"
"14",N00-N08,N08,Trastornos glomerulares en enfermedades clasificadas en otra parte (N08)
"14",N10-N16,N10,Nefritis tubulointersticial aguda (N10)
"14",N10-N16,N11,Nefritis tubulointersticial crónica (N11)
"14",N10-N16,N12,"Nefritis tubulointersticial, no especificada como aguda o crónica (N12)"
"14",N10-N16,N13,Uropatía obstructiva y por reflujo (N13)
"14",N10-N16,N14,Afecciones tubulares y tubulointersticiales inducidas por drogas y por metales pesados (N14)
"14",N10-N16,N15,Otras enfermedades renales tubulointersticiales (N15)
"14",N10-N16,N16,Trastornos renales tubulointersticiales en enfermedades clasificadas en otra parte (N16)
"14",N17-N19,N17,Insuficiencia renal aguda (N17)
"14",N17-N19,N18,Insuficiencia renal crónica (N18)
"14",N17-N19,N19,Insuficiencia renal no especificada (N19)
"14",N20-N23,N20,Cálculo del riñón y del uréter (N20)
"14",N20-N23,N21,Cálculo de las vías urinarias inferiores (N21)
"14",N20-N23,N22,Cálculo de las vías urinarias en enfermedades clasificadas en otra parte (N22)
"14",N20-N23,N23,"Cólico renal, no especificado (N23)"
"14",N25-N29,N25,Trastornos resultantes de la función tubular renal alterada (N25)
"14",N25-N29,N26,"Riñón contraído, no especificado (N26)"
"14",N25-N29,N27,Riñón pequeño de causa desconocida (N27)
"14",N25-N29,N28,"Otros trastornos del riñón y del uréter, no clasificados en otra parte (N28)"
"14",N25-N29,N29,Otros trastornos del riñón y del uréter en enfermedades clasificadas en otra parte (N29)
"14",N30-N39,N30,Cistitis (N30)
"14",N30-N39,N31,"Disfunción neuromuscular de la vejiga, no clasificada en otra parte (N31)"
"14",N30-N39,N32,Otros trastornos de la vejiga (N32)
"14",N30-N39,N33,* Trastornos de la vejiga en enfermedades clasificadas en otra parte (N33)
"14",N30-N39,N34,Uretritis y síndrome uretral (N34)
"14",N30-N39,N35,Estrechez uretral (N35)
"14",N30-N39,N36,Otros trastornos de la uretra (N36)
"14",N30-N39,N37,* Trastornos de la uretra en enfermedades clasificadas en otra parte (N37)
"14",N30-N39,N39,Otros trastornos del sistema urinario (N39)
"14",N40-N51,N40,Hiperplasia de la próstata (N40)
"14",N40-N51,N41,Enfermedades inflamatorias de la próstata (N41)
"14",N40-N51,N42,Otros trastornos de la próstata (N42)
"14",N40-N51,N43,Hidrocele y espermatocele (N43)
"14",N40-N51,N44,Torsión del testículo (N44)
"14",N40-N51,N45,Orquitis y epididimitis (N45)
"14",N40-N51,N46,Esterilidad en el varón (N46)
"14",N40-N51,N47,"Prepucio redundante, fimosis y parafimosis (N47)"
"14",N40-N51,N48,Otros trastornos del pene (N48)
"14",N40-N51,N49,"Trastornos inflamatorios de órganos genitales masculinos, no clasificados en otra parte (N49)"
"14",N40-N51,N50,Otros trastornos de los órganos genitales masculinos (N50)
"14",N40-N51,N51,* Trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte (N51)
"14",N60-N64,N60,Displasia mamaria benigna (N60)
"14",N60-N64,N61,Trastornos inflamatorios de la mama (N61)
"14",N60-N64,N62,Hipertrofia de la mama (N62)
"14",N60-N64,N63,Masa no especificada en la mama (N63)
"14",N60-N64,N64,Otros trastornos de la mama (N64)
"14",N70-N77,N70,Salpingitis y ooforitis (N70)
"14",N70-N77,N71,"Enfermedad inflamatoria del útero, excepto del cuello uterino (N71)"
"14",N70-N77,N72,Enfermedad inflamatoria del cuello uterino (N72)
"14",N70-N77,N73,Otras enfermedades pélvicas inflamatorias femeninas (N73)
"14",N70-N77,N74,Trastornos inflamatorios de la pelvis femenina en enfermedades clasificadas en otra parte (N74)
"14",N70-N77,N75,Enfermedades de la glándula de Bartholin (N75)
"14",N70-N77,N76,Otras enfermedades inflamatorias de la vagina y de la vulva (N76)
"14",N70-N77,N77,Ulceración e inflamación vulvovaginal en enfermedades clasificadas en otra parte (N77)
"14",N80-N98,N80,Endometriosis (N80)
"14",N80-N98,N81,Prolapso genital femenino (N81)
"14",N80-N98,N82,Fístulas que afectan el tracto genital femenino (N82)
"14",N80-N98,N83,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho (N83)"
"14",N80-N98,N84,Pólipo del tracto genital femenino (N84)
"14",N80-N98,N85,"Otros trastornos no inflamatorios del útero, excepto del cuello (N85)"
"14",N80-N98,N86,Erosión y ectropión del cuello del útero (N86)
"14",N80-N98,N87,Displasia del cuello uterino (N87)
"14",N80-N98,N88,Otros trastornos no inflamatorios del cuello del útero (N88)
"14",N80-N98,N89,Otros trastornos no inflamatorios de la vagina (N89)
"14",N80-N98,N90,Otros trastornos no inflamatorios de la vulva y del perineo (N90)
"14",N80-N98,N91,"Menstruación ausente, escasa o rara (N91)"
"14",N80-N98,N92,"Menstruación excesiva, frecuente e irregular (N92)"
"14",N80-N98,N93,Otras hemorragias uterinas o vaginales anormales (N93)
"14",N80-N98,N94,Dolor y otras afecciones relacionadas con los órganos genitales femeninos y con el ciclo menstrual (N94)
"14",N80-N98,N95,Otros trastornos menopáusicos y perimenopáusicos (N95)
"14",N80-N98,N96,Abortadora habitual (N96)
"14",N80-N98,N97,Infertilidad femenina (N97)
"14",N80-N98,N98,Complicaciones asociadas con la fecundación artificial (N98)
"14",N99,N99,"Trastornos del sistema genitourinario consecutivos a procedimientos, no clasificados en otra parte (N99)"
"15",O00-O08,O00,Embarazo ectópico (O00)
"15",O00-O08,O01,Mola hidatiforme (O01)
"15",O00-O08,O02,Otros productos anormales de la concepción (O02)
"15",O00-O08,O03,Aborto espontáneo (O03)
"15",O00-O08,O04,Aborto médico (O04)
"15",O00-O08,O05,Otro aborto (O05)
"15",O00-O08,O06,Aborto no especificado (O06)
"15",O00-O08,O07,Intento fallido de aborto (O07)
"15",O00-O08,O08,"Complicaciones consecutivas al aborto, al embarazo ectópico y al embarazo molar (O08)"
"15",O10-O16,O10,"Hipertensión preexistente que complica el embarazo, el parto y el puerperio (O10)"
"15",O10-O16,O11,"Trastornos hipertensivos preexistentes, con proteinuria agregada (O11)"
"15",O10-O16,O12,Edema y proteinuria gestacionales [inducidos por el embarazo] sin hipertensión (O12)
"15",O10-O16,O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa (O13)
"15",O10-O16,O14,Hipertensión gestacional [inducida por el embarazo] con proteinuria significativa (O14)
"15",O10-O16,O15,Eclampsia (O15)
"15",O10-O16,O16,"Hipertensión materna, no especificada (O16)"
"15",O20-O29,O20,Hemorragia precoz del embarazo (O20)
"15",O20-O29,O21,Vómitos excesivos en el embarazo (O21)
"15",O20-O29,O22,Complicaciones venosas en el embarazo (O22)
"15",O20-O29,O23,Infección de las vías genitourinarias en el embarazo (O23)
"15",O20-O29,O24,Diabetes mellitus en el embarazo (O24)
"15",O20-O29,O25,Desnutrición en el embarazo (O25)
"15",O20-O29,O26,Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo (O26)
"15",O20-O29,O28,Hallazgos anormales en el examen prenatal de la madre (O28)
"15",O20-O29,O29,Complicaciones de la anestesia administrada durante el embarazo (O29)
"15",O30-O48,O30,Embarazo múltiple (O30)
"15",O30-O48,O31,Complicaciones específicas del embarazo múltiple (O31)
"15",O30-O48,O32,"Atención materna por presentación anormal del feto, conocida o presunta (O32)"
"15",O30-O48,O33,Atención materna por desproporción conocida o presunta (O33)
"15",O30-O48,O34,Atención materna por anormalidades conocidas o presuntas de los órganos pelvianos de la madre (O34)
"15",O30-O48,O35,"Atención materna por anormalidad o lesión fetal, conocida o presunta (O35)"
"15",O30-O48,O36,Atención materna por otros problemas fetales conocidos o presuntos (O36)
"15",O30-O48,O40,Polihidramnios (O40)
"15",O30-O48,O41,Otros trastornos del líquido amniótico y de las membranas (O41)
"15",O30-O48,O42,Ruptura prematura de las membranas (O42)
"15",O30-O48,O43,Trastornos placentarios (O43)
"15",O30-O48,O44,Placenta previa (O44)
"15",O30-O48,O45,Desprendimiento prematuro de la placenta [abruptio placentae] (O45)
"15",O30-O48,O46,"Hemorragia anteparto, no clasificada en otra parte (O46)"
"15",O30-O48,O47,Falso trabajo de parto (O47)
"15",O30-O48,O48,Embarazo prolongado (O48)
"15",O60-O75,O60,Trabajo de parto prematuro (O60)
"15",O60-O75,O61,Fracaso de la inducción del trabajo de parto (O61)
"15",O60-O75,O62,Anormalidades de la dinámica del trabajo de parto (O62)
"15",O60-O75,O63,Trabajo de parto prolongado (O63)
"15",O60-O75,O64,Trabajo de parto obstruido debido a mala posición y presentación anormal del feto (O64)
"15",O60-O75,O65,Trabajo de parto obstruido debido a anormalidad de la pelvis materna (O65)
"15",O60-O75,O66,Otras obstrucciones del trabajo de parto (O66)
"15",O60-O75,O67,"Trabajo de parto y parto complicados por hemorragia intraparto, no clasificados en otra parte (O67)"
"15",O60-O75,O68,Trabajo de parto y parto complicados por sufrimiento fetal (O68)
"15",O60-O75,O69,Trabajo de parto y parto complicados por problemas del cordón umbilical (O69)
"15",O60-O75,O70,Desgarro perineal durante el parto (O70)
"15",O60-O75,O71,Otro trauma obstétrico (O71)
"15",O60-O75,O72,Hemorragia postparto (O72)
"15",O60-O75,O73,"Retención de la placenta o de las membranas, sin hemorragia (O73)"
"15",O60-O75,O74,Complicaciones de la anestesia administrada durante el trabajo de parto y el parto (O74)
"15",O60-O75,O75,"Otras complicaciones del trabajo de parto y del parto, no clasificadas en otra parte (O75)"
"15",O80-O84,O80,Parto único espontáneo (O80)
"15",O80-O84,O81,Parto único con fórceps y ventosa extractora (O81)
"15",O80-O84,O82,Parto único por cesárea (O82)
"15",O80-O84,O83,Otros partos únicos asistidos (O83)
"15",O80-O84,O84,Parto múltiple (O84)
"15",O85-O92,O85,Sepsis puerperal (O85)
"15",O85-O92,O86,Otras infecciones puerperales (O86)
"15",O85-O92,O87,Complicaciones venosas en el puerperio (O87)
"15",O85-O92,O88,Embolia obstétrica (O88)
"15",O85-O92,O89,Complicaciones de la anestesia administrada durante el puerperio (O89)
"15",O85-O92,O90,"Complicaciones del puerperio, no clasificadas en otra parte (O90)"
"15",O85-O92,O91,Infecciones de la mama asociadas con el parto (O91)
"15",O85-O92,O92,Otros trastornos de la mama y de la lactancia asociados con el parto (O92)
"15",O94-O99,O94,"Secuelas de complicaciones del embarazo, del parto y del puerperio (O94)"
"15",O94-O99,O95,Muerte obstétrica de causa no especificada (O95)
"15",O94-O99,O96,Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto (O96)
"15",O94-O99,O97,Muerte por secuelas de causas obstétricas directas (O97)
"15",O94-O99,O98,"Enfermedades maternas infecciosas y parasitarias clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio (O98)"
"15",O94-O99,O99,"Otras enfermedades maternas clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio (O99)"
"16",P00-P04,P00,Feto y recién nacido afectados por condiciones de la madre no necesariamente relacionadas con el embarazo presente (P00)
"16",P00-P04,P01,Feto y recién nacido afectados por complicaciones maternas del embarazo (P01)
"16",P00-P04,P02,"Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas (P02)"
"16",P00-P04,P03,Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto (P03)
"16",P00-P04,P04,Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna (P04)
"16",P05-P08,P05,Retardo del crecimiento fetal y desnutrición fetal (P05)
"16",P05-P08,P07,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte (P07)"
"16",P05-P08,P08,Trastornos relacionados con el embarazo prolongado y con sobrepeso al nacer (P08)
"16",P10-P15,P10,Hemorragia y laceración intracraneal debidas a traumatismo del nacimiento (P10)
"16",P10-P15,P11,Otros traumatismos del nacimiento en el sistema nervioso central (P11)
"16",P10-P15,P12,Traumatismo del nacimiento en el cuero cabelludo (P12)
"16",P10-P15,P13,Traumatismo del esqueleto durante el nacimiento (P13)
"16",P10-P15,P14,Traumatismo del sistema nervioso periférico durante el nacimiento (P14)
"16",P10-P15,P15,Otros traumatismos del nacimiento (P15)
"16",P20-P29,P20,Hipoxia intrauterina (P20)
"16",P20-P29,P21,Asfixia del nacimiento (P21)
"16",P20-P29,P22,Dificultad respiratoria del recién nacido (P22)
"16",P20-P29,P23,Neumonía congénita (P23)
"16",P20-P29,P24,Síndromes de aspiración neonatal (P24)
"16",P20-P29,P25,"Enfisema intersticial y afecciones relacionadas, originadas en el período perinatal (P25)"
"16",P20-P29,P26,Hemorragia pulmonar originada en el período perinatal (P26)
"16",P20-P29,P27,Enfermedad respiratoria crónica originada en el período perinatal (P27)
"16",P20-P29,P28,"Otros problemas respiratorios del recién nacido, originados en el período perinatal (P28)"
"16",P20-P29,P29,Trastornos cardiovasculares originados en el período perinatal (P29)
"16",P35-P39,P35,Enfermedades virales congénitas (P35)
"16",P35-P39,P36,Sepsis bacteriana del recién nacido (P36)
"16",P35-P39,P37,Otras enfermedades infecciosas y parasitarias congénitas (P37)
"16",P35-P39,P38,Onfalitis del recién nacido con o sin hemorragia leve (P38)
"16",P35-P39,P39,Otras infecciones específicas del período perinatal (P39)
"16",P50-P61,P50,Pérdida de sangre fetal (P50)
"16",P50-P61,P51,Hemorragia umbilical del recién nacido (P51)
"16",P50-P61,P52,Hemorragia intracraneal no traumática del feto y del recién nacido (P52)
"16",P50-P61,P53,Enfermedad hemorrágica del feto y del recién nacido (P53)
"16",P50-P61,P54,Otras hemorragias neonatales (P54)
"16",P50-P61,P55,Enfermedad hemolítica del feto y del recién nacido (P55)
"16",P50-P61,P56,Hidropesía fetal debida a enfermedad hemolítica (P56)
"16",P50-P61,P57,Kernicterus (P57)
"16",P50-P61,P58,Ictericia neonatal debida a otras hemólisis excesivas (P58)
"16",P50-P61,P59,Ictericia neonatal por otras causas y por las no especificadas (P59)
"16",P50-P61,P60,Coagulación intravascular diseminada en el feto y el recién nacido (P60)
"16",P50-P61,P61,Otros trastornos hematológicos perinatales (P61)
"16",P70-P74,P70,Trastornos transitorios del metabolismo de los carbohidratos específicos del feto y del recién nacido (P70)
"16",P70-P74,P71,Trastornos neonatales transitorios del metabolismo del calcio y del magnesio (P71)
"16",P70-P74,P72,Otros trastornos endocrinos neonatales transitorios (P72)
"16",P70-P74,P74,Otras alteraciones metabólicas y electrolíticas neonatales transitorias (P74)
"16",P75-P78,P75,Íleo meconial (E84.1†) (P75)
"16",P75-P78,P76,Otras obstrucciones intestinales del recién nacido (P76)
"16",P75-P78,P77,Enterocolitis necrotizante del feto y del recién nacido (P77)
"16",P75-P78,P78,Otros trastornos perinatales del sistema digestivo (P78)
"16",P80-P83,P80,Hipotermia del recién nacido (P80)
"16",P80-P83,P81,Otras alteraciones de la regulación de la temperatura en el recién nacido (P81)
"16",P80-P83,P83,Otras afecciones de la piel específicas del feto y del recién nacido (P83)
"16",P90-P96,P90,Convulsiones del recién nacido (P90)
"16",P90-P96,P91,Otras alteraciones cerebrales del recién nacido (P91)
"16",P90-P96,P92,Problemas de la ingestión de alimentos del recién nacido (P92)
"16",P90-P96,P93,Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido (P93)
"16",P90-P96,P94,Trastornos del tono muscular en el recién nacido (P94)
"16",P90-P96,P95,Muerte fetal de causa no especificada (P95)
"16",P90-P96,P96,Otras afecciones originadas en el período perinatal (P96)
"17",Q00-Q07,Q00,Anencefalia y malformaciones congénitas similares (Q00)
"17",Q00-Q07,Q01,Encefalocele (Q01)
"17",Q00-Q07,Q02,Microcefalia (Q02)
"17",Q00-Q07,Q03,Hidrocéfalo congénito (Q03)
"17",Q00-Q07,Q04,Otras malformaciones congénitas del encéfalo (Q04)
"17",Q00-Q07,Q05,Espina bífida (Q05)
"17",Q00-Q07,Q06,Otras malformaciones congénitas de la médula espinal (Q06)
"17",Q00-Q07,Q07,Otras malformaciones congénitas del sistema nervioso (Q07)
"17",Q10-Q18,Q10,"Malformaciones congénitas de los párpados, del aparato lagrimal y de la órbita (Q10)"
"17",Q10-Q18,Q11,"Anoftalmía, microftalmía y macroftalmía (Q11)"
"17",Q10-Q18,Q12,Malformaciones congénitas del cristalino (Q12)
"17",Q10-Q18,Q13,Malformaciones congénitas del segmento anterior del ojo (Q13)
"17",Q10-Q18,Q14,Malformaciones congénitas del segmento posterior del ojo (Q14)
"17",Q10-Q18,Q15,Otras malformaciones congénitas del ojo (Q15)
"17",Q10-Q18,Q16,Malformaciones congénitas del oído que causan alteración de la audición (Q16)
"17",Q10-Q18,Q17,Otras malformaciones congénitas del oído (Q17)
"17",Q10-Q18,Q18,Otras malformaciones congénitas de la cara y del cuello (Q18)
"17",Q20-Q28,Q20,Malformaciones congénitas de las cámaras cardíacas y sus conexiones (Q20)
"17",Q20-Q28,Q21,Malformaciones congénitas de los tabiques cardíacos (Q21)
"17",Q20-Q28,Q22,Malformaciones congénitas de las válvulas pulmonar y tricúspide (Q22)
"17",Q20-Q28,Q23,Malformaciones congénitas de las válvulas aórtica y mitral (Q23)
"17",Q20-Q28,Q24,Otras malformaciones congénitas del corazón (Q24)
"17",Q20-Q28,Q25,Malformaciones congénitas de las grandes arterias (Q25)
"17",Q20-Q28,Q26,Malformaciones congénitas de las grandes venas (Q26)
"17",Q20-Q28,Q27,Otras malformaciones congénitas del sistema vascular periférico (Q27)
"17",Q20-Q28,Q28,Otras malformaciones congénitas del sistema circulatorio (Q28)
"17",Q30-Q34,Q30,Malformaciones congénitas de la nariz (Q30)
"17",Q30-Q34,Q31,Malformaciones congénitas de la laringe (Q31)
"17",Q30-Q34,Q32,Malformaciones congénitas de la tráquea y de los bronquios (Q32)
"17",Q30-Q34,Q33,Malformaciones congénitas del pulmón (Q33)
"17",Q30-Q34,Q34,Otras malformaciones congénitas del sistema respiratorio (Q34)
"17",Q35-Q37,Q35,Fisura del paladar (Q35)
"17",Q35-Q37,Q36,Labio leporino (Q36)
"17",Q35-Q37,Q37,Fisura del paladar con labio leporino (Q37)
"17",Q38-Q45,Q38,"Otras malformaciones congénitas de la lengua, de la boca y de la faringe (Q38)"
"17",Q38-Q45,Q39,Malformaciones congénitas del esófago (Q39)
"17",Q38-Q45,Q40,Otras malformaciones congénitas de la parte superior del tubo digestivo (Q40)
"17",Q38-Q45,Q41,"Ausencia, atresia y estenosis congénita del intestino delgado (Q41)"
"17",Q38-Q45,Q42,"Ausencia, atresia y estenosis congénita del intestino grueso (Q42)"
"17",Q38-Q45,Q43,Otras malformaciones congénitas del intestino (Q43)
"17",Q38-Q45,Q44,"Malformaciones congénitas de la vesícula biliar, de los conductos biliares y del hígado (Q44)"
"17",Q38-Q45,Q45,Otras malformaciones congénitas del sistema digestivo (Q45)
"17",Q50-Q56,Q50,"Malformaciones congénitas de los ovarios, de las trompas de Falopio y de los ligamentos anchos (Q50)"
"17",Q50-Q56,Q51,Malformaciones congénitas del útero y del cuello uterino (Q51)
"17",Q50-Q56,Q52,Otras malformaciones congénitas de los órganos genitales femeninos (Q52)
"17",Q50-Q56,Q53,Testículo no descendido (Q53)
"17",Q50-Q56,Q54,Hipospadias (Q54)
"17",Q50-Q56,Q55,Otras malformaciones congénitas de los órganos genitales masculinos (Q55)
"17",Q50-Q56,Q56,Sexo indeterminado y seudohermafroditismo (Q56)
"17",Q60-Q64,Q60,Agenesia renal y otras malformaciones hipoplásicas del riñón (Q60)
"17",Q60-Q64,Q61,Enfermedad quística del riñón (Q61)
"17",Q60-Q64,Q62,Defectos obstructivos congénitos de la pelvis renal y malformaciones congénitas del uréter (Q62)
"17",Q60-Q64,Q63,Otras malformaciones congénitas del riñón (Q63)
"17",Q60-Q64,Q64,Otras malformaciones congénitas del sistema urinario (Q64)
"17",Q65-Q79,Q65,Deformidades congénitas de la cadera (Q65)
"17",Q65-Q79,Q66,Deformidades congénitas de los pies (Q66)
"17",Q65-Q79,Q67,"Deformidades osteomusculares congénitas de la cabeza, de la cara, de la columna vertebral y del tórax (Q67)"
"17",Q65-Q79,Q68,Otras deformidades osteomusculares congénitas (Q68)
"17",Q65-Q79,Q69,Polidactilia (Q69)
"17",Q65-Q79,Q70,Sindactilia (Q70)
"17",Q65-Q79,Q71,Defectos por reducción del miembro superior (Q71)
