"CAPITULO","GRUPO","CATEGORIA","SUBCATEGORIA","DESCRIP"
"15",O30-O48,O34,O346,Atención materna por anormalidad de la vagina (O34.6)
"15",O30-O48,O34,O347,Atención materna por anormalidad de la vulva y del perineo (O34.7)
"15",O30-O48,O34,O348,Atención materna por otras anormalidades de los órganos pelvianos (O34.8)
"15",O30-O48,O34,O349,Atención materna por anormalidad no especificada de órgano pelviano (O34.9)
"15",O30-O48,O35,O350,Atención materna por (presunta) malformación del sistema nervioso central en el feto (O35.0)
"15",O30-O48,O35,O351,Atención materna por (presunta) anormalidad cromosómica en el feto(O35.1)
"15",O30-O48,O35,O352,Atención materna por (presunta) enfermedad hereditaria en el feto(O35.2)
"15",O30-O48,O35,O353,Atención materna por (presunta) lesión fetal debida a enfermedad vírica en la madre(O35.3)
"15",O30-O48,O35,O354,Atención materna por (presunta) lesión al feto debida al alcohol(O35.4)
"15",O30-O48,O35,O355,Atención materna por (presunta) lesión fetal debida a drogas(O35.5)
"15",O30-O48,O35,O356,Atención materna por (presunta) lesión al feto debida a radiación(O35.6)
"15",O30-O48,O35,O357,Atención materna por (presunta) lesión fetal debida a otros procedimientos médicos(O35.7)
"15",O30-O48,O35,O358,Atención materna por otras (presuntas) anormalidades y lesiones fetales (O35.8)
"15",O30-O48,O35,O359,Atención materna por (presunta) anormalidad y lesión fetal no especificada (O35.9)
"15",O30-O48,O36,O360,Atención materna por isoinmunización rhesus (O36.0)
"15",O30-O48,O36,O361,Atención materna por otra isoinmunización (O36.1)
"15",O30-O48,O36,O362,Atención materna por hidropesía fetal (O36.2)
"15",O30-O48,O36,O363,Atención materna por signos de hipoxia fetal (O36.3)
"15",O30-O48,O36,O364,Atención materna por muerte intrauterina (O36.4)
"15",O30-O48,O36,O365,Atención materna por déficit del crecimiento fetal (O36.5)
"15",O30-O48,O36,O366,Atención materna por crecimiento fetal excesivo (O36.6)
"15",O30-O48,O36,O367,Atención materna por feto viable en embarazo abdominal (O36.7)
"15",O30-O48,O36,O368,Atención materna por otros problemas fetales especificados (O36.8)
"15",O30-O48,O36,O369,Atención materna por problemas fetales no especificados (O36.9)
"15",O30-O48,O40,O40X,Polihidramnios (O40.X)
"15",O30-O48,O41,O410,Oligohidramnios (O41.0)
"15",O30-O48,O41,O411,Infección de la bolsa amniótica o de las membranas (O41.1)
"15",O30-O48,O41,O418,Otros trastornos especificados del líquido amniótico y de las membranas (O41.8)
"15",O30-O48,O41,O419,"Trastorno del líquido amniótico y de las membranas, no especificado (O41.9)"
"15",O30-O48,O42,O420,"Ruptura prematura de las membranas, e inicio del trabajo de parto dentro de las 24 horas (O42.0)"
"15",O30-O48,O42,O421,"Ruptura prematura de las membranas, e inicio del trabajo de parto después de las 24 horas (O42.1)"
"15",O30-O48,O42,O422,"Ruptura prematura de las membranas, trabajo de parto retrasado por la terapéutica (O42.2)"
"15",O30-O48,O42,O429,"Ruptura prematura de las membranas, sin otra especificación (O42.9)"
"15",O30-O48,O43,O430,Síndrome de transfusión placentaria (O43.0)
"15",O30-O48,O43,O431,Malformación de la placenta (O43.1)
"15",O30-O48,O43,O438,Otros trastornos placentarios (O43.8)
"15",O30-O48,O43,O439,"Trastorno de la placenta, no especificado (O43.9)"
"15",O30-O48,O44,O440,Placenta previa con especificación de que no hubo hemorragia (O44.0)
"15",O30-O48,O44,O441,Placenta previa con hemorragia (O44.1)
"15",O30-O48,O45,O450,Desprendimiento prematuro de la placenta con defecto de la coagulación (O45.0)
"15",O30-O48,O45,O458,Otros desprendimientos prematuros de la placenta (O45.8)
"15",O30-O48,O45,O459,"Desprendimiento prematuro de la placenta, sin otra especificación (O45.9)"
"15",O30-O48,O46,O460,Hemorragia anteparto con defecto de la coagulación (O46.0)
"15",O30-O48,O46,O468,Otras hemorragias anteparto (O46.8)
"15",O30-O48,O46,O469,"Hemorragia anteparto, no especificada (O46.9)"
"15",O30-O48,O47,O470,Falso trabajo de parto antes de las 37 semanas completas de gestación (O47.0)
"15",O30-O48,O47,O471,Falso trabajo de parto a las 37 y más semanas completas de gestación (O47.1)
"15",O30-O48,O47,O479,"Falso trabajo de parto, sin otra especificación (O47.9)"
"15",O30-O48,O48,O48X,Embarazo prolongado (O48.X)
"15",O60-O75,O60,O600,Trabajo de parto prematuro sin parto (O60.0)
"15",O60-O75,O60,O601,Trabajo de parto prematuro con parto prematuro (O60.1)
"15",O60-O75,O60,O602,Trabajo de parto prematuro con parto a término (O60.2)
"15",O60-O75,O60,O60X,Trabajo de parto prematuro (O60.X)
"15",O60-O75,O61,O610,Fracaso de la inducción médica del trabajo de parto (O61.0)
"15",O60-O75,O61,O611,Fracaso de la inducción instrumental del trabajo de parto (O61.1)
"15",O60-O75,O61,O618,Otros fracasos de la inducción del trabajo de parto (O61.8)
"15",O60-O75,O61,O619,Fracaso no especificado de la inducción del trabajo de parto (O61.9)
"15",O60-O75,O62,O620,Contracciones primarias inadecuadas (O62.0)
"15",O60-O75,O62,O621,Inercia uterina secundaria (O62.1)
"15",O60-O75,O62,O622,Otras inercias uterinas (O62.2)
"15",O60-O75,O62,O623,Trabajo de parto precipitado (O62.3)
"15",O60-O75,O62,O624,"Contracciones uterinas hipertónicas, incoordinadas y prolongadas (O62.4)"
"15",O60-O75,O62,O628,Otras anomalías dinámicas del trabajo de parto (O62.8)
"15",O60-O75,O62,O629,"Anomalía dinámica del trabajo de parto, no especificada (O62.9)"
"15",O60-O75,O63,O630,Prolongación del primer período (del trabajo de parto) (O63.0)
"15",O60-O75,O63,O631,Prolongación del segundo período (del trabajo de parto) (O63.1)
"15",O60-O75,O63,O632,"Retraso de la expulsión del segundo gemelo, del tercero, etc. (O63.2)"
"15",O60-O75,O63,O639,"Trabajo de parto prolongado, no especificado (O63.9)"
"15",O60-O75,O64,O640,Trabajo de parto obstruido debido a rotación incompleta de la cabeza fetal (O64.0)
"15",O60-O75,O64,O641,Trabajo de parto obstruido debido a presentación de nalgas (O64.1)
"15",O60-O75,O64,O642,Trabajo de parto obstruido debido a presentación de cara (O64.2)
"15",O60-O75,O64,O643,Trabajo de parto obstruido debido a presentación de frente (O64.3)
"15",O60-O75,O64,O644,Trabajo de parto obstruido debido a presentación de hombro (O64.4)
"15",O60-O75,O64,O645,Trabajo de parto obstruido debido a presentación compuesta (O64.5)
"15",O60-O75,O64,O648,Trabajo de parto obstruido debido a otras presentaciones anormales del feto (O64.8)
"15",O60-O75,O64,O649,Trabajo de parto obstruido debido a presentación anormal del feto no especificada (O64.9)
"15",O60-O75,O65,O650,Trabajo de parto obstruido debido a deformidad de la pelvis (O65.0)
"15",O60-O75,O65,O651,Trabajo de parto obstruido debido a estrechez general de la pelvis (O65.1)
"15",O60-O75,O65,O652,Trabajo de parto obstruido debido a disminución del estrecho superior de la pelvis (O65.2)
"15",O60-O75,O65,O653,Trabajo de parto obstruido debido a disminución del estrecho inferior de la pelvis (O65.3)
"15",O60-O75,O65,O654,"Trabajo de parto obstruido debido a desproporción fetopelviana, sin otra especificación (O65.4)"
"15",O60-O75,O65,O655,Trabajo de parto obstruido debido a anomalías de los órganos pelvianos maternos (O65.5)
"15",O60-O75,O65,O658,Trabajo de parto obstruido debido a otras anomalías pelvianas maternas (O65.8)
"15",O60-O75,O65,O659,Trabajo de parto obstruido debido a anomalía pelviana no especificada (O65.9)
"15",O60-O75,O66,O660,Trabajo de parto obstruido debido a distocia de hombros (O66.0)
"15",O60-O75,O66,O661,Trabajo de parto obstruido debido a distocia gemelar (O66.1)
"15",O60-O75,O66,O662,Trabajo de parto obstruido debido a distocia por feto inusualmente grande (O66.2)
"15",O60-O75,O66,O663,Trabajo de parto obstruido debido a otras anormalidades del feto (O66.3)
"15",O60-O75,O66,O664,"Fracaso de la prueba del trabajo de parto, no especificada (O66.4)"
"15",O60-O75,O66,O665,Fracaso no especificado de la aplicación de fórceps o de ventosa extractora (O66.5)
"15",O60-O75,O66,O668,Otras obstrucciones especificadas del trabajo de parto (O66.8)
"15",O60-O75,O66,O669,"Trabajo de parto obstruido, sin otra especificación (O66.9)"
"15",O60-O75,O67,O670,Hemorragia intraparto con defectos de la coagulación (O67.0)
"15",O60-O75,O67,O678,Otras hemorragias intraparto (O67.8)
"15",O60-O75,O67,O679,"Hemorragia intraparto, no especificada (O67.9)"
"15",O60-O75,O68,O680,Trabajo de parto y parto complicados por anomalía de la frecuencia cardíaca fetal (O68.0)
"15",O60-O75,O68,O681,Trabajo de parto y parto complicados por la presencia de meconio en el líquido amniótico (O68.1)
"15",O60-O75,O68,O682,Trabajo de parto y parto complicados por anomalía de la frecuencia cardíaca fetal asociada con presencia de meconio en el líquido amniótico (O68.2)
"15",O60-O75,O68,O683,Trabajo de parto y parto complicados por evidencia bioquímica de sufrimiento fetal (O68.3)
"15",O60-O75,O68,O688,Trabajo de parto y parto complicados por otras evidencias de sufrimiento fetal (O68.8)
"15",O60-O75,O68,O689,"Trabajo de parto y parto complicados por sufrimiento fetal, sin otra especificación (O68.9)"
"15",O60-O75,O69,O690,Trabajo de parto y parto complicados por prolapso del cordón umbilical (O69.0)
"15",O60-O75,O69,O691,"Trabajo de parto y parto complicados por circular pericervical del cordón, con compresión (O69.1)"
"15",O60-O75,O69,O692,Trabajo de parto y parto complicados por otros enredos del cordón (O69.2)
"15",O60-O75,O69,O693,Trabajo de parto y parto complicados por cordón umbilical corto (O69.3)
"15",O60-O75,O69,O694,Trabajo de parto y parto complicados por vasa previa (O69.4)
"15",O60-O75,O69,O695,Trabajo de parto y parto complicados por lesión vascular del cordón (O69.5)
"15",O60-O75,O69,O698,Trabajo de parto y parto complicados por otros problemas del cordón umbilical (O69.8)
"15",O60-O75,O69,O699,Trabajo de parto y parto complicados por problemas no especificados del cordón umbilical (O69.9)
"15",O60-O75,O70,O700,Desgarro perineal de primer grado durante el parto (O70.0)
"15",O60-O75,O70,O701,Desgarro perineal de segundo grado durante el parto (O70.1)
"15",O60-O75,O70,O702,Desgarro perineal de tercer grado durante el parto (O70.2)
"15",O60-O75,O70,O703,Desgarro perineal de cuarto grado durante el parto (O70.3)
"15",O60-O75,O70,O709,"Desgarro perineal durante el parto, de grado no epecificado (O70.9)"
"15",O60-O75,O71,O710,Ruptura del útero antes del inicio del trabajo de parto (O71.0)
"15",O60-O75,O71,O711,Ruptura del útero durante el trabajo de parto (O71.1)
"15",O60-O75,O71,O712,"Inversión del útero, postparto (O71.2)"
"15",O60-O75,O71,O713,Desgarro obstétrico del cuello uterino (O71.3)
"15",O60-O75,O71,O714,"Desgarro vaginal obstétrico alto, sólo (O71.4)"
"15",O60-O75,O71,O715,Otros traumatismos obstétricos de los órganos pelvianos (O71.5)
"15",O60-O75,O71,O716,Traumatismo obstétrico de los ligamentos y articulaciones de la pelvis (O71.6)
"15",O60-O75,O71,O717,Hematoma obstétrico de la pelvis (O71.7)
"15",O60-O75,O71,O718,Otros traumas obstétricos especificados (O71.8)
"15",O60-O75,O71,O719,"Trauma obstétrico, no especificado (O71.9)"
"15",O60-O75,O72,O720,Hemorragia del tercer período del parto (O72.0)
"15",O60-O75,O72,O721,Otras hemorragias postparto inmediatas (O72.1)
"15",O60-O75,O72,O722,Hemorragia postparto secundaria o tardía (O72.2)
"15",O60-O75,O72,O723,Defecto de la coagulación postparto (O72.3)
"15",O60-O75,O73,O730,Retención de la placenta sin hemorragia (O73.0)
"15",O60-O75,O73,O731,"Retención de fragmentos de la placenta o de las membranas, sin hemorragia (O73.1)"
"15",O60-O75,O74,O740,Neumonitis por aspiración debida a la anestesia administrada durante el trabajo de parto y el parto (O74.0)
"15",O60-O75,O74,O741,Otras complicaciones pulmonares debidas a la anestesia administrada durante el trabajo de parto y el parto (O74.1)
"15",O60-O75,O74,O742,Complicaciones cardíacas de la anestesia administrada durante el trabajo de parto y el parto (O74.2)
"15",O60-O75,O74,O743,Complicaciones del sistema nervioso central por la anestesia administrada durante el trabajo de parto y el parto (O74.3)
"15",O60-O75,O74,O744,Reacción tóxica a la anestesia local administrada durante el trabajo de parto y el parto (O74.4)
"15",O60-O75,O74,O745,Cefalalgia inducida por la anestesia espinal o epidural administradas durante el trabajo de parto y el parto (O74.5)
"15",O60-O75,O74,O746,Otras complicaciones de la anestesia espinal o epidural administradas durante el trabajo de parto y el parto (O74.6)
"15",O60-O75,O74,O747,Falla o dificultad en la intubación durante el trabajo de parto y el parto (O74.7)
"15",O60-O75,O74,O748,Otras complicaciones de la anestesia administrada durante el trabajo de parto y el parto (O74.8)
"15",O60-O75,O74,O749,Complicación no especificada de la anestesia administrada durante el trabajo de parto y el parto (O74.9)
"15",O60-O75,O75,O750,Sufrimiento materno durante el trabajo de parto y el parto (O75.0)
"15",O60-O75,O75,O751,Choque durante o después del trabajo de parto y el parto (O75.1)
"15",O60-O75,O75,O752,"Pirexia durante el trabajo de parto, no clasificada en otra parte (O75.2)"
"15",O60-O75,O75,O753,Otras infecciones durante el trabajo de parto (O75.3)
"15",O60-O75,O75,O754,Otras complicaciones de procedimientos y de cirugía obstétrica (O75.4)
"15",O60-O75,O75,O755,Retraso del parto después de la ruptura artificial de las membranas (O75.5)
"15",O60-O75,O75,O756,Retraso del parto después de la ruptura espontánea o no especificada de las membranas (O75.6)
"15",O60-O75,O75,O757,Parto vaginal posterior a una cesárea previa (O75.7)
"15",O60-O75,O75,O758,Otras complicaciones especificadas del trabajo de parto y del parto (O75.8)
"15",O60-O75,O75,O759,Complicación no especificada del trabajo de parto y del parto (O75.9)
"15",O80-O84,O80,O800,"Parto único espontáneo, presentación cefálica de vértice (O80.0)"
"15",O80-O84,O80,O801,"Parto único espontáneo, presentación de nalgas o podálica (O80.1)"
"15",O80-O84,O80,O808,"Parto único espontáneo, otras presentaciones (O80.8)"
"15",O80-O84,O80,O809,"Parto único espontáneo, sin otra especificación (O80.9)"
"15",O80-O84,O81,O810,Parto con fórceps bajo (O81.0)
"15",O80-O84,O81,O811,Parto con fórceps medio (O81.1)
"15",O80-O84,O81,O812,Parto con fórceps medio con rotación (O81.2)
"15",O80-O84,O81,O813,Parto con fórceps de otros tipos y los no especificados (O81.3)
"15",O80-O84,O81,O814,Parto con ventosa extractora (O81.4)
"15",O80-O84,O81,O815,Parto con combinación de fórceps y ventosa extractora (O81.5)
"15",O80-O84,O82,O820,Parto por cesárea electiva (O82.0)
"15",O80-O84,O82,O821,Parto por cesárea de emergencia (O82.1)
"15",O80-O84,O82,O822,Parto por cesárea con histerectomía (O82.2)
"15",O80-O84,O82,O828,Otros partos únicos por cesárea (O82.8)
"15",O80-O84,O82,O829,"Parto por cesárea, sin otra especificación (O82.9)"
"15",O80-O84,O83,O830,Extracción de nalgas (O83.0)
"15",O80-O84,O83,O831,"Otros partos únicos asistidos, de nalgas (O83.1)"
"15",O80-O84,O83,O832,Otros partos únicos con ayuda de manipulación obstétrica (O83.2)
"15",O80-O84,O83,O833,Parto de feto viable en embarazo abdominal (O83.3)
"15",O80-O84,O83,O834,Operación destructiva para facilitar el parto (O83.4)
"15",O80-O84,O83,O838,Otros partos únicos asistidos especificados (O83.8)
"15",O80-O84,O83,O839,"Parto único asistido, sin otra especificación (O83.9)"
"15",O80-O84,O84,O840,"Parto múltiple, todos espontáneos (O84.0)"
"15",O80-O84,O84,O841,"Parto múltiple, todos por fórceps y ventosa extractora (O84.1)"
"15",O80-O84,O84,O842,"Parto múltiple, todos por cesárea (O84.2)"
"15",O80-O84,O84,O848,Otros partos múltiples (O84.8)
"15",O80-O84,O84,O849,"Parto múltiple, no especificado (O84.9)"
"15",O85-O92,O85,O85X,Sepsis puerperal (O85.X)
"15",O85-O92,O86,O860,Infección de herida quirúrgica obstétrica (O86.0)
"15",O85-O92,O86,O861,Otras infecciones genitales consecutivas al parto (O86.1)
"15",O85-O92,O86,O862,Infección de las vías urinarias consecutiva al parto (O86.2)
"15",O85-O92,O86,O863,Otras infecciones de las vías genitourinarias consecutivas al parto (O86.3)
"15",O85-O92,O86,O864,Pirexia de origen desconocido consecutiva al parto (O86.4)
"15",O85-O92,O86,O868,Otras infecciones puerperales especificadas (O86.8)
"15",O85-O92,O87,O870,Tromboflebitis superficial en el puerperio (O87.0)
"15",O85-O92,O87,O871,Flebotrombosis profunda en el puerperio (O87.1)
"15",O85-O92,O87,O872,Hemorroides en el puerperio (O87.2)
"15",O85-O92,O87,O873,Trombosis venosa cerebral en el puerperio (O87.3)
"15",O85-O92,O87,O878,Otras complicaciones venosas en el puerperio (O87.8)
"15",O85-O92,O87,O879,"Complicación venosa en el puerperio, no especificada (O87.9)"
"15",O85-O92,O88,O880,"Embolia gaseosa, obstétrica (O88.0)"
"15",O85-O92,O88,O881,Embolia de líquido amniótico (O88.1)
"15",O85-O92,O88,O882,"Embolia de coágulo sanguíneo, obstétrica (O88.2)"
"15",O85-O92,O88,O883,"Embolia séptica y piémica, obstétrica (O88.3)"
"15",O85-O92,O88,O888,Otras embolias obstétricas (O88.8)
"15",O85-O92,O89,O890,Complicaciones pulmonares de la anestesia administrada durante el puerperio (O89.0)
"15",O85-O92,O89,O891,Complicaciones cardíacas de la anestesia administrada durante el puerperio (O89.1)
"15",O85-O92,O89,O892,Complicaciones del sistema nervioso central debidas a la anestesia administrada durante el puerperio (O89.2)
"15",O85-O92,O89,O893,Reacción tóxica a la anestesia local administrada durante el puerperio (O89.3)
"15",O85-O92,O89,O894,Cefalalgia inducida por la anestesia espinal o epidural administradas durante el puerperio (O89.4)
"15",O85-O92,O89,O895,Otras complicaciones de la anestesia espinal o epidural administradas durante el puerperio (O89.5)
"15",O85-O92,O89,O896,Falla o dificultad de intubación durante el puerperio (O89.6)
"15",O85-O92,O89,O898,Otras complicaciones de la anestesia administrada durante el puerperio (O89.8)
"15",O85-O92,O89,O899,Complicación no especificada de la anestesia administrada durante el puerperio (O89.9)
"15",O85-O92,O90,O900,Dehiscencia de sutura de cesárea (O90.0)
"15",O85-O92,O90,O901,Dehiscencia de sutura obstétrica perineal (O90.1)
"15",O85-O92,O90,O902,Hematoma de herida quirúrgica obstétrica (O90.2)
"15",O85-O92,O90,O903,Cardiomiopatía en el puerperio (O90.3)
"15",O85-O92,O90,O904,Insuficiencia renal aguda postparto (O90.4)
"15",O85-O92,O90,O905,Tiroiditis postparto (O90.5)
"15",O85-O92,O90,O908,"Otras complicaciones puerperales, no clasificadas en otra parte (O90.8)"
"15",O85-O92,O90,O909,"Complicación puerperal, no especificada (O90.9)"
"15",O85-O92,O91,O910,Infecciones del pezón asociados con el parto (O91.0)
"15",O85-O92,O91,O911,Absceso de la mama asociado con el parto (O91.1)
"15",O85-O92,O91,O912,Mastitis no purulenta asociada con el parto (O91.2)
"15",O85-O92,O92,O920,Retracción del pezón asociada con el parto (O92.0)
"15",O85-O92,O92,O921,Fisuras del pezón asociadas con el parto (O92.1)
"15",O85-O92,O92,O922,Otros trastornos de la mama y los no especificados asociados con el parto (O92.2)
"15",O85-O92,O92,O923,Agalactia (O92.3)
"15",O85-O92,O92,O924,Hipogalactia (O92.4)
"15",O85-O92,O92,O925,Supresión de la lactancia (O92.5)
"15",O85-O92,O92,O926,Galactorrea (O92.6)
"15",O85-O92,O92,O927,Otros trastornos y los no especificados de la lactancia (O92.7)
"15",O94-O99,O94,O94X,"Secuelas de complicaciones del embarazo, del parto y del puerperio (O94.X)"
"15",O94-O99,O95,O95X,Muerte obstétrica de causa no especificada (O95.X)
"15",O94-O99,O96,O96X,Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto (O96.X)
"15",O94-O99,O97,O97X,Muerte por secuelas de causas obstétricas directas (O97.X)
"15",O94-O99,O98,O980,"Tuberculosis que complica el embarazo, el parto y el puerperio (O98.0)"
"15",O94-O99,O98,O981,"Sífilis que complica el embarazo, el parto y el puerperio (O98.1)"
"15",O94-O99,O98,O982,"Gonorrea que complica el embarazo, el parto y el puerperio (O98.2)"
"15",O94-O99,O98,O983,"Otras infecciones con un modo de transmisión predominantemente sexual que complican el embarazo, parto y puerperio (O98.3)"
"15",O94-O99,O98,O984,"Hepatitis viral que complica el embarazo, el parto y el puerperio (O98.4)"
"15",O94-O99,O98,O985,"Otras enfermedades virales que complican el embarazo, el parto y el puerperio (O98.5)"
"15",O94-O99,O98,O986,"Enfermedades causadas por protozoarios que complican el embarazo, el parto y el puerperio (O98.6)"
"15",O94-O99,O98,O988,"Otras enfermedades infecciosas y parasitarias maternas que complican el embarazo, el parto y el puerperio (O98.8)"
"15",O94-O99,O98,O989,"Enfermedad infecciosa y parasitaria materna no especificada que complica el embarazo, el parto y el puerperio (O98.9)"
"15",O94-O99,O99,O990,"Anemia que complica el embarazo, el parto y el puerperio (O99.0)"
"15",O94-O99,O99,O991,"Otras enfermedades de la sangre y órganos hematopoyéticos y ciertos trastornos que afectan el sistema inmunitario cuando complican el embarazo, el parto y puerperio (O99.1)"
"15",O94-O99,O99,O992,"Enfermedades endocrinas, de la nutrición y del metabolismo que complican el embarazo, el parto y el puerperio (O99.2)"
"15",O94-O99,O99,O993,"Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio (O99.3)"
"15",O94-O99,O99,O994,"Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio (O99.4)"
"15",O94-O99,O99,O995,"Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio (O99.5)"
"15",O94-O99,O99,O996,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio (O99.6)"
"15",O94-O99,O99,O997,"Enfermedades de la piel y del tejido subcutáneo que complican el embarazo, el parto y el puerperio (O99.7)"
"15",O94-O99,O99,O998,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio (O99.8)"
"16",P00-P04,P00,P000,Feto y recién nacido afectados por trastornos hipertensivos de la madre (P000)
"16",P00-P04,P00,P001,Feto y recién nacido afectados por enfermedades renales y de las vías urinarias de la madre (P001)
"16",P00-P04,P00,P002,Feto y recién nacido afectados por enfermedades infecciosas y parasitarias de la madre (P002)
"16",P00-P04,P00,P003,Feto y recién nacido afectados por otras enfermedades circulatorias y respiratorias de la madre (P003)
"16",P00-P04,P00,P004,Feto y recién nacido afectados por trastornos nutricionales de la madre (P004)
"16",P00-P04,P00,P005,Feto y recién nacido afectados por traumatismo de la madre (P005)
"16",P00-P04,P00,P006,Feto y recién nacido afectados por procedimiento quirúrgico en la madre (P006)
"16",P00-P04,P00,P007,"Feto y recién nacido afectados por otro procedimiento médico en la madre, no clasificado en otra parte (P007)"
"16",P00-P04,P00,P008,Feto y recién nacido afectados por otras afecciones maternas (P008)
"16",P00-P04,P00,P009,Feto y recién nacido afectados por afección materna no especificada (P009)
"16",P00-P04,P01,P010,Feto y recién nacido afectados por incompetencia del cuello uterino (P010)
"16",P00-P04,P01,P011,Feto y recién nacido afectados por ruptura prematura de las membranas (P011)
"16",P00-P04,P01,P012,Feto y recién nacido afectados por oligohidramnios (P012)
"16",P00-P04,P01,P013,Feto y recién nacido afectados por polihidramnios (P013)
"16",P00-P04,P01,P014,Feto y recién nacido afectados por embarazo ectópico (P014)
"16",P00-P04,P01,P015,Feto y recién nacido afectados por embarazo múltiple (P015)
"16",P00-P04,P01,P016,Feto y recién nacido afectados por muerte materna (P016)
"16",P00-P04,P01,P017,Feto y recién nacido afectados por presentación anómala antes del trabajo de parto (P017)
"16",P00-P04,P01,P018,Feto y recién nacido afectados por otras complicaciones maternas del embarazo (P018)
"16",P00-P04,P01,P019,Feto y recién nacido afectados por complicaciones maternas no especificadas del embarazo (P019)
"16",P00-P04,P02,P020,Feto y recién nacido afectados por placenta previa (P020)
"16",P00-P04,P02,P021,Feto y recién nacido afectados por otras formas de desprendimiento y de hemorragia placentarios (P021)
"16",P00-P04,P02,P022,Feto y recién nacido afectados por otras anormalidades morfológicas y funcionales de la placenta y las no especificadas (P022)
"16",P00-P04,P02,P023,Feto y recién nacido afectados por síndromes de transfusión placentaria (P023)
"16",P00-P04,P02,P024,Feto y recién nacido afectados por prolapso del cordón umbilical (P024)
"16",P00-P04,P02,P025,Feto y recién nacido afectados por otra compresión del cordón umbilical (P025)
"16",P00-P04,P02,P026,Feto y recién nacido afectados por otras complicaciones del cordón umbilical y las no especificadas (P026)
"16",P00-P04,P02,P027,Feto y recién nacido afectados por corioamnionitis (P027)
"16",P00-P04,P02,P028,Feto y recién nacido afectados por otras anormalidades de las membranas (P028)
"16",P00-P04,P02,P029,Feto y recién nacido afectados por anormalidad no especificada de las membranas (P029)
"16",P00-P04,P03,P030,Feto y recién nacido afectados por parto y extracción de nalgas (P030)
"16",P00-P04,P03,P031,"Feto y recién nacido afectados por otra presentación anómala, posición anómala y desproporción durante el trabajo de parto y el parto (P031)"
"16",P00-P04,P03,P032,Feto y recién nacido afectados por parto con fórceps (P032)
"16",P00-P04,P03,P033,Feto y recién nacido afectados por parto con ventosa extractora (P033)
"16",P00-P04,P03,P034,Feto y recién nacido afectados por parto por cesárea (P034)
"16",P00-P04,P03,P035,Feto y recién nacido afectados por parto precipitado (P035)
"16",P00-P04,P03,P036,Feto y recién nacido afectados por contracciones uterinas anormales (P036)
"16",P00-P04,P03,P038,Feto y recién nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto (P038)
"16",P00-P04,P03,P039,Feto y recién nacido afectados por complicaciones no especificadas del trabajo de parto y del parto (P039)
"16",P00-P04,P04,P040,"Feto y recién nacido afectados por anestesia y analgesia materna en el embarazo, trabajo de parto y en el parto (P040)"
"16",P00-P04,P04,P041,Feto y recién nacido afectados por otras medicaciones maternas (P041)
"16",P00-P04,P04,P042,Feto y recién nacido afectados por tabaquismo de la madre (P042)
"16",P00-P04,P04,P043,Feto y recién nacido afectados por alcoholismo de la madre (P043)
"16",P00-P04,P04,P044,Feto y recién nacido afectados por drogadicción materna (P044)
"16",P00-P04,P04,P045,Feto y recién nacido afectados por el uso materno de sustancias químicas nutricionales (P045)
"16",P00-P04,P04,P046,Feto y recién nacido afectados por exposición materna a sustancias químicas ambientales (P046)
"16",P00-P04,P04,P048,Feto y recién nacido afectados por otras influencias nocivas de la madre (P048)
"16",P00-P04,P04,P049,"Feto y recién nacido afectados por influencias nocivas de la madre, no especificadas (P049)"
"16",P05-P08,P05,P050,Bajo peso para la edad gestacional (P050)
"16",P05-P08,P05,P051,Pequeño para la edad gestacional (P051)
"16",P05-P08,P05,P052,"Desnutrición fetal, sin mención de peso o talla bajos para la edad gestacional (P052)"
"16",P05-P08,P05,P059,"Retardo del crecimiento fetal, no especificado (P059)"
"16",P05-P08,P07,P070,Peso extremadamente bajo al nacer (P070)
"16",P05-P08,P07,P071,Otro peso bajo al nacer (P071)
"16",P05-P08,P07,P072,Inmaturidad extrema (P072)
"16",P05-P08,P07,P073,Otros recién nacidos pretérmino (P073)
"16",P05-P08,P08,P080,Recién nacido excepcionalmente grande (P080)
"16",P05-P08,P08,P081,Otros recién nacidos con sobrepeso para la edad gestacional (P081)
"16",P05-P08,P08,P082,Recién nacido postérmino sin sobrepeso para su edad gestacional (P082)
"16",P10-P15,P10,P100,Hemorragia subdural debida a traumatismo del nacimiento (P100)
"16",P10-P15,P10,P101,Hemorragia cerebral debida a traumatismo del nacimiento (P101)
"16",P10-P15,P10,P102,Hemorragia intraventricular debida a traumatismo del nacimiento (P102)
"16",P10-P15,P10,P103,Hemorragia subaracnoidea debida a traumatismo del nacimiento (P103)
"16",P10-P15,P10,P104,Desgarro  tentorial debido a traumatismo del nacimiento (P104)
"16",P10-P15,P10,P108,Otras Hemorragias y laceraciones intracraneales debidas a traumatismo del nacimiento (P108)
"16",P10-P15,P10,P109,"Hemorragia y laceración intracraneales no especificadas, debidas a traumatismo del nacimiento (P109)"
"16",P10-P15,P11,P110,Edema cerebral debido a traumatismo del nacimiento (P110)
